Date;Customer ID;Visits;Sales;;;
01/01/15;428;1;0;;;
01/01/15;430;1;0;;;
01/01/15;431;1;0;;;
01/01/15;432;1;0;;;
01/01/15;433;3;0;;;
01/01/15;434;1;0;;;
01/01/15;435;1;0;;;
01/01/15;436;1;0;;;
01/01/15;438;2;0;;;
01/01/15;439;5;0;;;
01/01/15;440;1;0;;;
01/01/15;442;2;0;;;
01/01/15;444;1;0;;;
01/01/15;445;1;0;;;
01/01/15;446;5;0;;;
01/01/15;448;1;0;;;
01/01/15;450;2;0;;;
01/01/15;451;4;0;;;
01/01/15;452;1;0;;;
01/01/15;455;1;0;;;
01/01/15;456;2;0;;;
01/01/15;457;3;1;;;
01/01/15;459;1;0;;;
01/01/15;461;1;0;;;
01/01/15;464;5;0;;;
01/01/15;469;1;0;;;
01/01/15;470;21;5;;;
01/01/15;471;1;0;;;
01/01/15;472;2;0;;;
01/01/15;473;1;0;;;
01/01/15;477;6;1;;;
01/01/15;478;13;0;;;
01/01/15;479;1;0;;;
01/01/15;480;2;0;;;
01/01/15;481;2;1;;;
01/01/15;482;3;0;;;
01/01/15;483;1;0;;;
01/01/15;484;5;0;;;
01/01/15;486;1;0;;;
01/01/15;488;1;0;;;
01/01/15;489;2;0;;;
01/01/15;490;2;1;;;
01/01/15;491;1;0;;;
01/01/15;497;2;0;;;
01/01/15;499;1;0;;;
01/01/15;500;2;0;;;
01/01/15;501;2;0;;;
01/01/15;502;1;0;;;
01/01/15;505;1;0;;;
01/01/15;506;2;0;;;
01/01/15;508;1;0;;;
01/01/15;509;1;0;;;
01/01/15;510;1;1;;;
01/01/15;511;1;0;;;
01/01/15;512;1;0;;;
01/01/15;513;1;0;;;
01/01/15;515;1;0;;;
01/01/15;516;1;0;;;
01/01/15;517;1;0;;;
01/01/15;518;12;0;;;
01/01/15;519;1;0;;;
01/01/15;520;1;0;;;
01/01/15;521;2;0;;;
01/01/15;522;1;0;;;
01/01/15;523;1;0;;;
01/01/15;524;2;0;;;
01/01/15;526;1;0;;;
01/01/15;527;1;0;;;
01/01/15;528;1;0;;;
01/01/15;529;1;0;;;
01/01/15;530;1;0;;;
01/01/15;531;11;1;;;
01/01/15;532;1;0;;;
01/01/15;533;1;0;;;
01/01/15;534;1;0;;;
01/01/15;535;5;0;;;
01/01/15;536;3;0;;;
01/01/15;538;1;0;;;
01/01/15;539;2;0;;;
01/01/15;540;2;0;;;
01/01/15;541;1;0;;;
01/01/15;542;1;0;;;
01/01/15;543;3;0;;;
01/01/15;544;1;0;;;
01/01/15;547;13;0;;;
01/01/15;549;1;0;;;
01/01/15;550;2;1;;;
01/01/15;551;1;0;;;
01/01/15;552;2;0;;;
01/01/15;553;1;0;;;
01/01/15;554;4;0;;;
01/01/15;555;1;0;;;
01/01/15;556;1;0;;;
01/01/15;557;3;0;;;
01/01/15;558;4;0;;;
01/01/15;560;2;0;;;
01/01/15;562;2;0;;;
01/01/15;563;2;0;;;
01/01/15;564;1;0;;;
01/01/15;566;12;2;;;
01/01/15;570;5;0;;;
01/01/15;571;2;0;;;
01/01/15;572;3;0;;;
01/01/15;573;1;0;;;
01/01/15;576;1;0;;;
01/01/15;577;2;0;;;
01/01/15;578;1;0;;;
01/01/15;579;6;0;;;
01/01/15;582;1;0;;;
01/01/15;583;1;0;;;
01/01/15;585;3;0;;;
01/01/15;589;2;0;;;
01/01/15;590;2;0;;;
01/01/15;592;1;0;;;
01/01/15;593;1;0;;;
01/01/15;596;4;1;;;
01/01/15;597;1;0;;;
01/01/15;598;2;0;;;
01/01/15;599;13;2;;;
01/01/15;600;2;0;;;
01/01/15;601;2;0;;;
01/01/15;603;1;0;;;
01/01/15;604;1;0;;;
01/01/15;605;1;0;;;
01/01/15;606;2;0;;;
01/01/15;607;1;0;;;
01/01/15;608;1;0;;;
01/01/15;611;6;0;;;
01/01/15;613;1;0;;;
01/01/15;616;2;0;;;
01/01/15;618;3;0;;;
01/01/15;621;1;0;;;
01/01/15;622;1;0;;;
01/01/15;625;2;0;;;
01/01/15;626;1;0;;;
01/01/15;631;2;0;;;
01/01/15;633;5;0;;;
01/01/15;635;2;0;;;
01/01/15;640;1;0;;;
01/01/15;644;15;0;;;
01/01/15;645;2;0;;;
01/01/15;646;2;0;;;
01/01/15;647;3;0;;;
01/01/15;648;2;0;;;
01/01/15;652;7;0;;;
01/01/15;653;1;0;;;
01/01/15;654;2;0;;;
01/01/15;656;1;0;;;
01/01/15;658;1;0;;;
01/01/15;659;3;0;;;
01/01/15;660;5;0;;;
01/01/15;661;1;0;;;
01/01/15;663;3;0;;;
01/01/15;665;1;0;;;
01/01/15;666;8;0;;;
01/01/15;667;10;0;;;
01/01/15;668;1;0;;;
01/01/15;669;2;0;;;
01/01/15;671;2;0;;;
01/01/15;673;1;0;;;
01/01/15;675;1;0;;;
01/01/15;676;1;0;;;
01/01/15;677;2;0;;;
01/01/15;678;1;0;;;
01/01/15;680;5;0;;;
01/01/15;682;2;0;;;
01/01/15;683;6;0;;;
01/01/15;684;2;0;;;
01/01/15;685;1;0;;;
01/01/15;689;1;0;;;
01/01/15;690;1;0;;;
01/01/15;691;1;0;;;
01/01/15;692;1;0;;;
01/01/15;694;1;0;;;
01/01/15;695;1;0;;;
01/01/15;696;9;4;;;
01/01/15;697;4;0;;;
01/01/15;698;2;0;;;
01/01/15;699;1;0;;;
01/01/15;701;1;0;;;
01/01/15;703;1;0;;;
01/01/15;704;2;0;;;
01/01/15;705;2;0;;;
01/01/15;706;1;0;;;
01/01/15;707;1;0;;;
01/01/15;710;2;0;;;
01/01/15;711;3;0;;;
01/01/15;713;5;0;;;
01/01/15;714;4;1;;;
01/01/15;715;3;0;;;
01/01/15;716;2;0;;;
01/01/15;719;2;0;;;
01/01/15;720;2;0;;;
01/01/15;721;5;0;;;
01/01/15;722;2;0;;;
01/01/15;724;1;0;;;
01/01/15;725;1;0;;;
01/01/15;726;1;0;;;
01/01/15;727;1;0;;;
01/01/15;728;7;0;;;
01/01/15;729;2;0;;;
01/01/15;730;6;0;;;
01/01/15;731;8;0;;;
01/01/15;732;2;0;;;
01/01/15;733;2;0;;;
01/01/15;734;2;0;;;
01/01/15;735;1;0;;;
01/01/15;736;1;0;;;
01/01/15;738;3;2;;;
01/01/15;739;2;0;;;
01/01/15;740;1;0;;;
01/01/15;741;8;0;;;
01/01/15;742;3;0;;;
01/01/15;743;1;0;;;
01/01/15;744;3;0;;;
01/01/15;745;1;0;;;
01/01/15;746;1;0;;;
01/01/15;747;2;0;;;
01/01/15;748;2;0;;;
01/01/15;749;1;0;;;
01/01/15;750;2;0;;;
01/01/15;751;1;0;;;
01/01/15;752;2;0;;;
01/01/15;753;2;0;;;
01/01/15;754;1;0;;;
01/01/15;755;3;0;;;
01/01/15;756;1;0;;;
01/01/15;758;4;0;;;
01/01/15;760;4;0;;;
01/01/15;762;1;1;;;
01/01/15;763;2;0;;;
01/01/15;764;1;0;;;
01/01/15;766;1;0;;;
01/01/15;767;1;0;;;
01/01/15;768;1;0;;;
01/01/15;769;2;0;;;
01/01/15;770;3;0;;;
01/01/15;771;4;0;;;
01/01/15;772;2;0;;;
01/01/15;773;1;0;;;
01/01/15;774;1;0;;;
01/01/15;775;2;0;;;
01/01/15;776;1;0;;;
01/01/15;777;1;0;;;
01/01/15;778;1;0;;;
01/01/15;779;1;0;;;
01/01/15;780;3;0;;;
01/01/15;781;3;0;;;
01/01/15;782;2;0;;;
01/01/15;783;2;0;;;
01/01/15;786;1;0;;;
01/01/15;787;1;0;;;
01/01/15;788;1;0;;;
01/01/15;789;15;0;;;
01/01/15;791;1;0;;;
01/01/15;792;1;0;;;
01/01/15;793;1;0;;;
01/01/15;794;2;0;;;
01/01/15;795;1;0;;;
01/01/15;797;1;0;;;
01/01/15;798;3;0;;;
01/01/15;799;1;1;;;
01/01/15;800;13;0;;;
01/01/15;802;1;0;;;
01/01/15;803;1;0;;;
01/01/15;805;3;0;;;
01/01/15;806;1;0;;;
01/01/15;807;1;0;;;
01/01/15;808;1;0;;;
01/01/15;811;1;0;;;
01/01/15;812;1;0;;;
01/01/15;813;1;0;;;
01/01/15;814;1;0;;;
01/01/15;816;1;0;;;
01/01/15;817;1;0;;;
01/01/15;819;1;0;;;
01/01/15;820;1;0;;;
01/01/15;821;1;0;;;
01/01/15;822;1;0;;;
01/01/15;823;1;0;;;
01/01/15;825;21;1;;;
01/01/15;826;3;0;;;
01/01/15;828;2;0;;;
01/01/15;829;2;0;;;
01/01/15;830;13;0;;;
01/01/15;831;1;0;;;
01/01/15;833;9;0;;;
01/01/15;834;7;0;;;
01/01/15;835;1;0;;;
01/01/15;836;3;0;;;
01/01/15;837;4;0;;;
01/01/15;838;4;0;;;
01/01/15;839;7;0;;;
01/01/15;841;1;0;;;
01/01/15;842;1;0;;;
01/01/15;844;2;0;;;
01/01/15;847;4;0;;;
01/01/15;848;1;0;;;
01/01/15;849;3;0;;;
01/01/15;850;8;0;;;
01/01/15;851;2;0;;;
01/01/15;852;2;0;;;
01/01/15;853;10;0;;;
01/01/15;855;3;0;;;
01/01/15;856;2;0;;;
01/01/15;857;4;0;;;
01/01/15;858;3;0;;;
01/01/15;859;2;0;;;
01/01/15;860;1;0;;;
01/01/15;861;1;0;;;
01/01/15;862;1;0;;;
01/01/15;863;1;0;;;
01/01/15;865;2;0;;;
01/01/15;866;2;0;;;
01/01/15;868;1;0;;;
01/01/15;869;3;0;;;
01/01/15;870;8;0;;;
01/01/15;873;1;0;;;
01/01/15;874;1;0;;;
01/01/15;876;1;0;;;
01/01/15;877;3;0;;;
01/01/15;878;1;0;;;
01/01/15;879;1;0;;;
01/01/15;881;1;0;;;
01/01/15;882;2;0;;;
01/01/15;883;1;0;;;
01/01/15;884;1;0;;;
01/01/15;886;1;0;;;
01/01/15;887;2;0;;;
01/01/15;888;1;0;;;
01/01/15;889;8;0;;;
01/01/15;891;1;0;;;
01/01/15;892;1;0;;;
01/01/15;894;2;0;;;
01/01/15;895;6;0;;;
01/01/15;897;1;0;;;
01/01/15;898;10;0;;;
01/01/15;900;1;0;;;
01/01/15;901;1;0;;;
01/01/15;904;1;0;;;
01/01/15;905;3;0;;;
01/01/15;906;1;0;;;
01/01/15;907;6;0;;;
01/01/15;908;5;0;;;
01/01/15;909;16;0;;;
01/01/15;910;1;0;;;
01/01/15;911;1;0;;;
01/01/15;913;3;0;;;
01/01/15;914;4;0;;;
01/01/15;915;3;0;;;
01/01/15;916;1;0;;;
01/01/15;917;1;0;;;
01/01/15;918;1;0;;;
01/01/15;919;1;0;;;
01/01/15;920;3;0;;;
01/01/15;921;1;0;;;
01/01/15;925;6;0;;;
01/01/15;926;3;0;;;
01/01/15;927;4;1;;;
01/01/15;929;1;0;;;
01/01/15;930;1;0;;;
01/01/15;931;1;0;;;
01/01/15;932;3;0;;;
01/01/15;934;1;0;;;
01/01/15;936;2;0;;;
01/01/15;938;9;0;;;
01/01/15;940;3;1;;;
01/01/15;941;1;0;;;
01/01/15;942;4;0;;;
01/01/15;943;2;0;;;
01/01/15;944;4;0;;;
01/01/15;945;3;0;;;
01/01/15;946;2;0;;;
01/01/15;947;13;0;;;
01/01/15;948;1;1;;;
01/01/15;949;1;0;;;
01/01/15;950;1;0;;;
01/01/15;951;1;0;;;
01/01/15;952;2;1;;;
01/01/15;953;2;0;;;
01/01/15;954;2;0;;;
01/01/15;955;4;0;;;
01/01/15;956;1;0;;;
01/01/15;957;1;0;;;
01/01/15;958;1;0;;;
01/01/15;959;1;0;;;
01/01/15;960;1;0;;;
01/01/15;961;1;0;;;
01/01/15;962;2;0;;;
01/01/15;963;3;0;;;
01/01/15;965;1;0;;;
01/01/15;966;1;0;;;
01/01/15;967;4;0;;;
01/01/15;969;1;0;;;
01/01/15;970;4;0;;;
01/01/15;971;1;0;;;
01/01/15;972;7;1;;;
01/01/15;973;1;0;;;
01/01/15;975;1;0;;;
01/01/15;976;3;0;;;
01/01/15;977;1;0;;;
01/01/15;978;2;0;;;
01/01/15;979;1;0;;;
01/01/15;980;1;0;;;
01/01/15;981;1;0;;;
01/01/15;982;5;0;;;
01/01/15;983;1;0;;;
01/01/15;984;1;0;;;
01/01/15;985;4;0;;;
01/01/15;989;1;0;;;
01/01/15;990;1;0;;;
01/01/15;991;2;0;;;
01/01/15;992;6;0;;;
01/01/15;993;1;0;;;
01/01/15;994;3;0;;;
01/01/15;995;6;0;;;
01/01/15;998;1;0;;;
01/01/15;999;1;0;;;
01/01/15;1003;4;0;;;
01/01/15;1004;1;0;;;
01/01/15;1005;2;0;;;
01/01/15;1006;2;0;;;
01/01/15;1008;4;0;;;
01/01/15;1010;1;0;;;
01/01/15;1012;1;0;;;
01/01/15;1013;1;0;;;
01/01/15;1014;2;0;;;
01/01/15;1015;2;0;;;
01/01/15;1017;1;0;;;
01/01/15;1018;3;0;;;
01/01/15;1020;6;0;;;
01/01/15;1021;3;1;;;
01/01/15;1022;2;0;;;
01/01/15;1024;1;0;;;
01/01/15;1025;1;0;;;
01/01/15;1027;4;0;;;
01/01/15;1028;1;0;;;
01/01/15;1029;1;0;;;
01/01/15;1030;1;1;;;
01/01/15;1031;3;0;;;
01/01/15;1032;3;0;;;
01/01/15;1033;1;0;;;
01/01/15;1034;3;0;;;
01/01/15;1035;1;0;;;
01/01/15;1036;4;0;;;
01/01/15;1037;2;0;;;
01/01/15;1041;2;0;;;
01/01/15;1042;1;0;;;
01/01/15;1043;1;0;;;
01/01/15;1045;3;0;;;
01/01/15;1046;1;0;;;
01/01/15;1048;5;0;;;
01/01/15;1049;1;0;;;
01/01/15;1051;3;0;;;
01/01/15;1053;2;0;;;
01/01/15;1054;5;0;;;
01/01/15;1055;1;0;;;
01/01/15;1056;2;0;;;
01/01/15;1057;4;0;;;
01/01/15;1059;2;0;;;
01/01/15;1060;1;0;;;
01/01/15;1061;1;0;;;
01/01/15;1062;2;0;;;
01/01/15;1064;3;0;;;
01/01/15;1065;12;0;;;
01/01/15;1066;4;0;;;
01/01/15;1067;2;0;;;
01/01/15;1069;1;0;;;
01/01/15;1070;1;0;;;
01/01/15;1072;1;0;;;
01/01/15;1073;19;0;;;
01/01/15;1074;2;0;;;
01/01/15;1075;2;0;;;
01/01/15;1076;6;0;;;
01/01/15;1079;2;0;;;
01/01/15;1081;2;0;;;
01/01/15;1083;6;0;;;
01/01/15;1084;3;0;;;
01/01/15;1085;1;0;;;
01/01/15;1086;5;0;;;
01/01/15;1087;1;0;;;
01/01/15;1088;4;0;;;
01/01/15;1089;9;0;;;
01/01/15;1090;7;4;;;
01/01/15;1091;2;0;;;
01/01/15;1092;2;0;;;
01/01/15;1093;3;0;;;
01/01/15;1094;2;0;;;
01/01/15;1095;3;0;;;
01/01/15;1096;2;0;;;
01/01/15;1097;2;0;;;
01/01/15;1100;14;7;;;
01/01/15;1101;2;0;;;
01/01/15;1102;5;0;;;
01/01/15;1103;1;0;;;
01/01/15;1105;4;1;;;
01/01/15;1106;1;0;;;
01/01/15;1107;1;0;;;
01/01/15;1108;1;0;;;
01/01/15;1109;2;0;;;
01/01/15;1110;5;4;;;
01/01/15;1111;4;2;;;
01/01/15;1112;2;0;;;
01/01/15;1113;3;0;;;
01/01/15;1115;2;0;;;
01/01/15;1116;3;0;;;
01/01/15;1119;2;0;;;
01/01/15;1120;13;0;;;
01/01/15;1122;4;0;;;
01/01/15;1123;2;0;;;
01/01/15;1124;1;1;;;
01/01/15;1125;2;0;;;
01/01/15;1128;1;0;;;
01/01/15;1129;2;0;;;
01/01/15;1130;1;0;;;
01/01/15;1131;2;0;;;
01/01/15;1134;4;0;;;
01/01/15;1135;4;0;;;
01/01/15;1137;2;1;;;
01/01/15;1138;3;0;;;
01/01/15;1139;2;0;;;
01/01/15;1141;6;0;;;
01/01/15;1143;1;0;;;
01/01/15;1146;4;0;;;
01/01/15;1147;6;0;;;
01/01/15;1148;1;0;;;
01/01/15;1149;2;0;;;
01/01/15;1150;2;0;;;
01/01/15;1151;4;0;;;
01/01/15;1154;2;0;;;
01/01/15;1155;1;0;;;
01/01/15;1156;2;0;;;
01/01/15;1157;1;0;;;
01/01/15;1158;1;0;;;
01/01/15;1159;3;0;;;
01/01/15;1161;4;0;;;
01/01/15;1162;2;0;;;
01/01/15;1163;1;0;;;
01/01/15;1164;2;0;;;
01/01/15;1165;11;0;;;
01/01/15;1166;1;0;;;
01/01/15;1167;4;0;;;
01/01/15;1169;14;0;;;
01/01/15;1173;3;0;;;
01/01/15;1174;1;0;;;
01/01/15;1178;1;0;;;
01/01/15;1179;4;0;;;
01/01/15;1180;10;0;;;
01/01/15;1181;4;0;;;
01/01/15;1182;10;0;;;
01/01/15;1183;3;1;;;
01/01/15;1184;1;0;;;
01/01/15;1185;1;0;;;
01/01/15;1186;1;0;;;
01/01/15;1187;2;0;;;
01/01/15;1188;2;0;;;
01/01/15;1190;2;0;;;
01/01/15;1191;1;0;;;
01/01/15;1192;3;0;;;
01/01/15;1193;7;1;;;
01/01/15;1194;2;0;;;
01/01/15;1195;2;0;;;
01/01/15;1196;8;4;;;
01/01/15;1198;1;0;;;
01/01/15;1199;1;0;;;
01/01/15;1202;4;0;;;
01/01/15;1203;1;0;;;
01/01/15;1204;2;0;;;
01/01/15;1205;14;0;;;
01/01/15;1206;2;0;;;
01/01/15;1207;9;0;;;
01/01/15;1208;63;0;;;
01/01/15;1209;1;0;;;
01/01/15;1210;7;0;;;
01/01/15;1213;2;1;;;
01/01/15;1214;1;0;;;
01/01/15;1215;3;0;;;
01/01/15;1216;1;0;;;
01/01/15;1217;2;0;;;
01/01/15;1218;1;0;;;
01/01/15;1220;2;0;;;
01/01/15;1221;2;0;;;
01/01/15;1222;3;0;;;
01/01/15;1223;2;0;;;
01/01/15;1224;1;0;;;
01/01/15;1225;3;0;;;
01/01/15;1226;3;0;;;
01/01/15;1228;4;0;;;
01/01/15;1229;1;0;;;
01/01/15;1230;1;0;;;
01/01/15;1231;3;0;;;
