Customer ID,Subscription Date,Source
316,2015-01-01,C
317,2015-01-01,B
318,2015-01-01,A
319,2015-01-01,B
320,2015-01-01,B
321,2015-01-01,B
322,2015-01-01,C
323,2015-01-01,B
324,2015-01-01,B
325,2015-01-01,A
326,2015-01-01,B
327,2015-01-01,C
328,2015-01-01,A
329,2015-01-01,B
330,2015-01-01,C
331,2015-01-01,B
332,2015-01-01,B
333,2015-01-01,B
334,2015-01-01,B
335,2015-01-01,B
336,2015-01-01,B
337,2015-01-01,A
338,2015-01-01,B
339,2015-01-01,B
340,2015-01-01,B
341,2015-01-01,B
342,2015-01-01,B
343,2015-01-01,B
344,2015-01-01,C
345,2015-01-01,A
346,2015-01-01,B
347,2015-01-01,C
348,2015-01-01,B
349,2015-01-01,A
350,2015-01-01,B
351,2015-01-01,B
352,2015-01-01,C
353,2015-01-01,B
354,2015-01-01,B
355,2015-01-01,C
356,2015-01-01,B
357,2015-01-01,C
358,2015-01-01,B
359,2015-01-01,C
360,2015-01-01,B
361,2015-01-01,B
362,2015-01-01,B
363,2015-01-01,C
364,2015-01-01,A
365,2015-01-01,C
366,2015-01-01,B
367,2015-01-01,A
368,2015-01-01,B
369,2015-01-01,B
370,2015-01-01,A
371,2015-01-01,B
372,2015-01-01,A
373,2015-01-01,C
374,2015-01-01,A
375,2015-01-01,B
376,2015-01-01,A
377,2015-01-01,A
378,2015-01-01,B
379,2015-01-01,B
380,2015-01-01,B
381,2015-01-01,C
382,2015-01-01,B
383,2015-01-01,B
384,2015-01-01,B
385,2015-01-01,A
386,2015-01-01,B
387,2015-01-01,B
388,2015-01-01,B
389,2015-01-01,B
390,2015-01-01,B
391,2015-01-01,B
392,2015-01-01,B
393,2015-01-01,B
394,2015-01-01,B
395,2015-01-01,B
396,2015-01-01,B
397,2015-01-01,B
398,2015-01-01,B
399,2015-01-01,B
400,2015-01-01,B
401,2015-01-01,C
402,2015-01-01,C
403,2015-01-01,B
404,2015-01-01,C
405,2015-01-01,B
406,2015-01-01,A
407,2015-01-01,C
408,2015-01-01,B
409,2015-01-01,B
410,2015-01-01,B
411,2015-01-01,C
412,2015-01-01,B
413,2015-01-01,B
414,2015-01-01,C
415,2015-01-01,C
416,2015-01-01,C
417,2015-01-01,B
418,2015-01-01,B
419,2015-01-01,C
420,2015-01-01,B
421,2015-01-01,A
422,2015-01-01,B
423,2015-01-01,C
424,2015-01-01,B
425,2015-01-01,B
426,2015-01-01,B
427,2015-01-01,C
428,2015-01-01,B
429,2015-01-01,A
430,2015-01-01,C
431,2015-01-01,B
432,2015-01-01,A
433,2015-01-01,A
434,2015-01-01,B
435,2015-01-01,B
436,2015-01-01,B
437,2015-01-01,C
438,2015-01-01,C
439,2015-01-01,B
440,2015-01-01,A
441,2015-01-01,B
442,2015-01-01,C
443,2015-01-01,B
444,2015-01-01,B
445,2015-01-01,B
446,2015-01-01,C
447,2015-01-01,A
448,2015-01-01,B
449,2015-01-01,A
450,2015-01-01,B
451,2015-01-01,A
452,2015-01-01,B
453,2015-01-01,A
454,2015-01-01,C
455,2015-01-01,C
456,2015-01-01,A
457,2015-01-01,C
458,2015-01-01,C
459,2015-01-01,B
460,2015-01-01,B
461,2015-01-01,B
462,2015-01-01,A
463,2015-01-01,C
464,2015-01-01,C
465,2015-01-01,A
466,2015-01-01,A
467,2015-01-01,A
468,2015-01-01,A
469,2015-01-01,C
470,2015-01-01,A
471,2015-01-01,A
472,2015-01-01,A
473,2015-01-01,B
474,2015-01-01,A
475,2015-01-01,A
476,2015-01-01,C
477,2015-01-01,A
478,2015-01-01,B
479,2015-01-01,C
480,2015-01-01,C
481,2015-01-01,C
482,2015-01-01,B
483,2015-01-01,A
484,2015-01-01,B
485,2015-01-01,B
486,2015-01-01,A
487,2015-01-01,C
488,2015-01-01,B
489,2015-01-01,C
490,2015-01-01,A
491,2015-01-01,B
492,2015-01-01,C
493,2015-01-01,C
494,2015-01-01,A
495,2015-01-01,C
496,2015-01-01,B
497,2015-01-01,B
498,2015-01-01,B
499,2015-01-01,B
500,2015-01-01,B
501,2015-01-01,C
502,2015-01-01,C
503,2015-01-01,B
504,2015-01-01,C
505,2015-01-01,B
506,2015-01-01,B
507,2015-01-01,C
508,2015-01-01,A
509,2015-01-01,B
510,2015-01-01,A
511,2015-01-01,C
512,2015-01-01,B
513,2015-01-01,B
514,2015-01-01,B
515,2015-01-01,B
516,2015-01-01,B
517,2015-01-01,B
518,2015-01-01,C
519,2015-01-01,A
520,2015-01-01,B
521,2015-01-01,C
522,2015-01-01,B
523,2015-01-01,B
524,2015-01-01,B
525,2015-01-01,A
526,2015-01-01,A
527,2015-01-01,B
528,2015-01-01,B
529,2015-01-01,A
530,2015-01-01,B
531,2015-01-01,C
532,2015-01-01,B
533,2015-01-01,B
534,2015-01-01,B
535,2015-01-01,A
536,2015-01-01,B
537,2015-01-01,C
538,2015-01-01,A
539,2015-01-01,C
540,2015-01-01,C
541,2015-01-01,C
542,2015-01-01,B
543,2015-01-01,B
544,2015-01-01,B
545,2015-01-01,C
546,2015-01-01,C
547,2015-01-01,A
548,2015-01-01,B
549,2015-01-01,B
550,2015-01-01,B
551,2015-01-01,B
552,2015-01-01,B
553,2015-01-01,B
554,2015-01-01,B
555,2015-01-01,B
556,2015-01-01,A
557,2015-01-01,A
558,2015-01-01,B
559,2015-01-01,C
560,2015-01-01,C
561,2015-01-01,C
562,2015-01-01,C
563,2015-01-01,B
564,2015-01-01,B
565,2015-01-01,B
566,2015-01-01,A
567,2015-01-01,C
568,2015-01-01,C
569,2015-01-01,A
570,2015-01-01,B
571,2015-01-01,B
572,2015-01-01,B
573,2015-01-01,B
574,2015-01-01,B
575,2015-01-01,A
576,2015-01-01,B
577,2015-01-01,B
578,2015-01-01,B
579,2015-01-01,C
580,2015-01-01,A
581,2015-01-01,A
582,2015-01-01,B
583,2015-01-01,B
584,2015-01-01,C
585,2015-01-01,B
586,2015-01-01,A
587,2015-01-01,C
588,2015-01-01,C
589,2015-01-01,B
590,2015-01-01,B
591,2015-01-01,C
592,2015-01-01,C
593,2015-01-01,C
594,2015-01-01,B
595,2015-01-01,C
596,2015-01-01,B
597,2015-01-01,B
598,2015-01-01,C
599,2015-01-01,B
600,2015-01-01,C
601,2015-01-01,A
602,2015-01-01,A
603,2015-01-01,B
604,2015-01-01,B
605,2015-01-01,C
606,2015-01-01,B
607,2015-01-01,B
608,2015-01-01,A
609,2015-01-01,B
610,2015-01-01,C
611,2015-01-01,A
612,2015-01-01,C
613,2015-01-01,B
614,2015-01-01,A
615,2015-01-01,A
616,2015-01-01,C
617,2015-01-01,C
618,2015-01-01,C
619,2015-01-01,B
620,2015-01-01,C
621,2015-01-01,A
622,2015-01-01,A
623,2015-01-01,B
624,2015-01-01,C
625,2015-01-01,C
626,2015-01-01,B
627,2015-01-01,A
628,2015-01-01,C
629,2015-01-01,A
630,2015-01-01,B
631,2015-01-01,C
632,2015-01-01,B
633,2015-01-01,C
634,2015-01-01,B
635,2015-01-01,C
636,2015-01-01,B
637,2015-01-01,C
638,2015-01-01,C
639,2015-01-01,C
640,2015-01-01,B
641,2015-01-01,C
642,2015-01-01,B
643,2015-01-01,B
644,2015-01-01,B
645,2015-01-01,C
646,2015-01-01,B
647,2015-01-01,C
648,2015-01-01,A
649,2015-01-01,C
650,2015-01-01,A
651,2015-01-01,B
652,2015-01-01,A
653,2015-01-01,C
654,2015-01-01,B
655,2015-01-01,A
656,2015-01-01,B
657,2015-01-01,B
658,2015-01-01,B
659,2015-01-01,B
660,2015-01-01,B
661,2015-01-01,B
662,2015-01-01,C
663,2015-01-01,A
664,2015-01-01,C
665,2015-01-01,A
666,2015-01-01,C
667,2015-01-01,A
668,2015-01-01,B
669,2015-01-01,C
670,2015-01-01,C
671,2015-01-01,B
672,2015-01-01,A
673,2015-01-01,B
674,2015-01-01,A
675,2015-01-01,B
676,2015-01-01,C
677,2015-01-01,B
678,2015-01-01,B
679,2015-01-01,B
680,2015-01-01,B
681,2015-01-01,C
682,2015-01-01,B
683,2015-01-01,C
684,2015-01-01,A
685,2015-01-01,B
686,2015-01-01,A
687,2015-01-01,B
688,2015-01-01,B
689,2015-01-01,B
690,2015-01-01,B
691,2015-01-01,B
692,2015-01-01,B
693,2015-01-01,B
694,2015-01-01,A
695,2015-01-01,A
696,2015-01-01,B
697,2015-01-01,A
698,2015-01-01,A
699,2015-01-01,B
700,2015-01-01,A
701,2015-01-01,B
702,2015-01-01,A
703,2015-01-01,B
704,2015-01-01,B
705,2015-01-01,A
706,2015-01-01,A
707,2015-01-01,B
708,2015-01-01,B
709,2015-01-01,A
710,2015-01-01,B
711,2015-01-01,A
712,2015-01-01,A
713,2015-01-01,B
714,2015-01-01,C
715,2015-01-01,B
716,2015-01-01,C
717,2015-01-01,A
718,2015-01-01,C
719,2015-01-01,C
720,2015-01-01,A
721,2015-01-01,C
722,2015-01-01,B
723,2015-01-01,C
724,2015-01-01,B
725,2015-01-01,B
726,2015-01-01,B
727,2015-01-01,B
728,2015-01-01,B
729,2015-01-01,C
730,2015-01-01,C
731,2015-01-01,A
732,2015-01-01,B
733,2015-01-01,A
734,2015-01-01,B
735,2015-01-01,B
736,2015-01-01,A
737,2015-01-01,A
738,2015-01-01,A
739,2015-01-01,B
740,2015-01-01,B
741,2015-01-01,B
742,2015-01-01,B
743,2015-01-01,B
744,2015-01-01,B
745,2015-01-01,C
746,2015-01-01,B
747,2015-01-01,B
748,2015-01-01,A
749,2015-01-01,B
750,2015-01-01,B
751,2015-01-01,A
752,2015-01-01,A
753,2015-01-01,B
754,2015-01-01,C
755,2015-01-01,B
756,2015-01-01,B
757,2015-01-01,B
758,2015-01-01,B
759,2015-01-01,C
760,2015-01-01,B
761,2015-01-01,C
762,2015-01-01,C
763,2015-01-01,A
764,2015-01-01,C
765,2015-01-01,B
766,2015-01-01,C
767,2015-01-01,B
768,2015-01-01,B
769,2015-01-01,B
770,2015-01-01,B
771,2015-01-01,B
772,2015-01-01,B
773,2015-01-01,B
774,2015-01-01,B
775,2015-01-01,B
776,2015-01-01,B
777,2015-01-01,B
778,2015-01-01,B
779,2015-01-01,C
780,2015-01-01,B
781,2015-01-01,C
782,2015-01-01,B
783,2015-01-01,B
784,2015-01-01,A
785,2015-01-01,A
786,2015-01-01,B
787,2015-01-01,B
788,2015-01-01,B
789,2015-01-01,C
790,2015-01-01,C
791,2015-01-01,B
792,2015-01-01,B
793,2015-01-01,B
794,2015-01-01,B
795,2015-01-01,B
796,2015-01-01,A
797,2015-01-01,B
798,2015-01-01,C
799,2015-01-01,A
800,2015-01-01,B
801,2015-01-01,C
802,2015-01-01,B
803,2015-01-01,B
804,2015-01-01,B
805,2015-01-01,C
806,2015-01-01,B
807,2015-01-01,A
808,2015-01-01,B
809,2015-01-01,C
810,2015-01-01,B
811,2015-01-01,B
812,2015-01-01,B
813,2015-01-01,B
814,2015-01-01,A
815,2015-01-01,C
816,2015-01-01,B
817,2015-01-01,B
818,2015-01-01,A
819,2015-01-01,B
820,2015-01-01,B
821,2015-01-01,A
822,2015-01-01,B
823,2015-01-01,B
824,2015-01-01,B
825,2015-01-01,C
826,2015-01-01,B
827,2015-01-01,B
828,2015-01-01,C
829,2015-01-01,C
830,2015-01-01,C
831,2015-01-01,B
832,2015-01-01,C
833,2015-01-01,C
834,2015-01-01,C
835,2015-01-01,A
836,2015-01-01,B
837,2015-01-01,B
838,2015-01-01,A
839,2015-01-01,C
840,2015-01-01,C
841,2015-01-01,B
842,2015-01-01,C
843,2015-01-01,A
844,2015-01-01,B
845,2015-01-01,C
846,2015-01-01,C
847,2015-01-01,B
848,2015-01-01,B
849,2015-01-01,B
850,2015-01-01,C
851,2015-01-01,B
852,2015-01-01,B
853,2015-01-01,B
854,2015-01-01,A
855,2015-01-01,A
856,2015-01-01,B
857,2015-01-01,B
858,2015-01-01,C
859,2015-01-01,B
860,2015-01-01,C
861,2015-01-01,B
862,2015-01-01,A
863,2015-01-01,B
864,2015-01-01,B
865,2015-01-01,B
866,2015-01-01,A
867,2015-01-01,C
868,2015-01-01,B
869,2015-01-01,C
870,2015-01-01,B
871,2015-01-01,A
872,2015-01-01,A
873,2015-01-01,B
874,2015-01-01,B
875,2015-01-01,A
876,2015-01-01,C
877,2015-01-01,C
878,2015-01-01,B
879,2015-01-01,A
880,2015-01-01,B
881,2015-01-01,A
882,2015-01-01,B
883,2015-01-01,B
884,2015-01-01,B
885,2015-01-01,C
886,2015-01-01,A
887,2015-01-01,B
888,2015-01-01,C
889,2015-01-01,B
890,2015-01-01,A
891,2015-01-01,B
892,2015-01-01,A
893,2015-01-01,A
894,2015-01-01,B
895,2015-01-01,B
896,2015-01-01,C
897,2015-01-01,B
898,2015-01-01,B
899,2015-01-01,A
900,2015-01-01,B
901,2015-01-01,B
902,2015-01-01,B
903,2015-01-01,C
904,2015-01-01,B
905,2015-01-01,B
906,2015-01-01,A
907,2015-01-01,B
908,2015-01-01,B
909,2015-01-01,A
910,2015-01-01,A
911,2015-01-01,B
912,2015-01-01,A
913,2015-01-01,B
914,2015-01-01,B
915,2015-01-01,C
916,2015-01-01,B
917,2015-01-01,B
918,2015-01-01,B
919,2015-01-01,B
920,2015-01-01,B
921,2015-01-01,B
922,2015-01-01,C
923,2015-01-01,A
924,2015-01-01,C
925,2015-01-01,C
926,2015-01-01,A
927,2015-01-01,B
928,2015-01-01,C
929,2015-01-01,B
930,2015-01-01,B
931,2015-01-01,B
932,2015-01-01,B
933,2015-01-01,C
934,2015-01-01,A
935,2015-01-01,B
936,2015-01-01,A
937,2015-01-01,C
938,2015-01-01,A
939,2015-01-01,A
940,2015-01-01,B
941,2015-01-01,B
942,2015-01-01,B
943,2015-01-01,C
944,2015-01-01,B
945,2015-01-01,C
946,2015-01-01,A
947,2015-01-01,A
948,2015-01-01,C
949,2015-01-01,B
950,2015-01-01,B
951,2015-01-01,B
952,2015-01-01,A
953,2015-01-01,B
954,2015-01-01,A
955,2015-01-01,B
956,2015-01-01,B
957,2015-01-01,A
958,2015-01-01,C
959,2015-01-01,C
960,2015-01-01,A
961,2015-01-01,B
962,2015-01-01,C
963,2015-01-01,B
964,2015-01-01,C
965,2015-01-01,B
966,2015-01-01,B
967,2015-01-01,B
968,2015-01-01,C
969,2015-01-01,B
970,2015-01-01,C
971,2015-01-01,B
972,2015-01-01,C
973,2015-01-01,B
974,2015-01-01,C
975,2015-01-01,B
976,2015-01-01,B
977,2015-01-01,A
978,2015-01-01,B
979,2015-01-01,B
980,2015-01-01,B
981,2015-01-01,B
982,2015-01-01,B
983,2015-01-01,B
984,2015-01-01,B
985,2015-01-01,B
986,2015-01-01,B
987,2015-01-01,C
988,2015-01-01,A
989,2015-01-01,B
990,2015-01-01,C
991,2015-01-01,B
992,2015-01-01,A
993,2015-01-01,B
994,2015-01-01,C
995,2015-01-01,A
996,2015-01-01,A
997,2015-01-01,C
998,2015-01-01,C
999,2015-01-01,B
1000,2015-01-01,C
1001,2015-01-01,A
1002,2015-01-01,C
1003,2015-01-01,A
1004,2015-01-01,B
1005,2015-01-01,B
1006,2015-01-01,A
1007,2015-01-01,C
1008,2015-01-01,B
1009,2015-01-01,C
1010,2015-01-01,A
1011,2015-01-01,C
1012,2015-01-01,C
1013,2015-01-01,A
1014,2015-01-01,A
1015,2015-01-01,B
1016,2015-01-01,A
1017,2015-01-01,A
1018,2015-01-01,C
1019,2015-01-01,A
1020,2015-01-01,A
1021,2015-01-01,C
1022,2015-01-01,C
1023,2015-01-01,B
1024,2015-01-01,B
1025,2015-01-01,B
1026,2015-01-01,A
1027,2015-01-01,A
1028,2015-01-01,C
1029,2015-01-01,B
1030,2015-01-01,C
1031,2015-01-01,B
1032,2015-01-01,B
1033,2015-01-01,B
1034,2015-01-01,B
1035,2015-01-01,B
1036,2015-01-01,A
1037,2015-01-01,B
1038,2015-01-01,B
1039,2015-01-01,B
1040,2015-01-01,C
1041,2015-01-01,B
1042,2015-01-01,C
1043,2015-01-01,B
1044,2015-01-01,A
1045,2015-01-01,A
1046,2015-01-01,C
1047,2015-01-01,C
1048,2015-01-01,C
1049,2015-01-01,A
1050,2015-01-01,C
1051,2015-01-01,B
1052,2015-01-01,A
1053,2015-01-01,A
1054,2015-01-01,C
1055,2015-01-01,C
1056,2015-01-01,C
1057,2015-01-01,C
1058,2015-01-01,A
1059,2015-01-01,B
1060,2015-01-01,C
1061,2015-01-01,A
1062,2015-01-01,C
1063,2015-01-01,C
1064,2015-01-01,B
1065,2015-01-01,C
1066,2015-01-01,A
1067,2015-01-01,C
1068,2015-01-01,C
1069,2015-01-01,B
1070,2015-01-01,C
1071,2015-01-01,C
1072,2015-01-01,C
1073,2015-01-01,C
1074,2015-01-01,B
1075,2015-01-01,C
1076,2015-01-01,C
1077,2015-01-01,A
1078,2015-01-01,A
1079,2015-01-01,C
1080,2015-01-01,A
1081,2015-01-01,C
1082,2015-01-01,C
1083,2015-01-01,C
1084,2015-01-01,C
1085,2015-01-01,B
1086,2015-01-01,A
1087,2015-01-01,C
1088,2015-01-01,C
1089,2015-01-01,C
1090,2015-01-01,A
1091,2015-01-01,B
1092,2015-01-01,C
1093,2015-01-01,A
1094,2015-01-01,B
1095,2015-01-01,A
1096,2015-01-01,B
1097,2015-01-01,B
1098,2015-01-01,B
1099,2015-01-01,C
1100,2015-01-01,B
1101,2015-01-01,B
1102,2015-01-01,C
1103,2015-01-01,B
1104,2015-01-01,C
1105,2015-01-01,A
1106,2015-01-01,C
1107,2015-01-01,A
1108,2015-01-01,A
1109,2015-01-01,B
1110,2015-01-01,C
1111,2015-01-01,A
1112,2015-01-01,A
1113,2015-01-01,B
1114,2015-01-01,C
1115,2015-01-01,C
1116,2015-01-01,C
1117,2015-01-01,C
1118,2015-01-01,A
1119,2015-01-01,C
1120,2015-01-01,A
1121,2015-01-01,A
1122,2015-01-01,C
1123,2015-01-01,C
1124,2015-01-01,A
1125,2015-01-01,C
1126,2015-01-01,C
1127,2015-01-01,C
1128,2015-01-01,B
1129,2015-01-01,B
1130,2015-01-01,A
1131,2015-01-01,B
1132,2015-01-01,C
1133,2015-01-01,C
1134,2015-01-01,A
1135,2015-01-01,A
1136,2015-01-01,C
1137,2015-01-01,C
1138,2015-01-01,C
1139,2015-01-01,B
1140,2015-01-01,C
1141,2015-01-01,A
1142,2015-01-01,B
1143,2015-01-01,B
1144,2015-01-01,C
1145,2015-01-01,C
1146,2015-01-01,C
1147,2015-01-01,A
1148,2015-01-01,A
1149,2015-01-01,B
1150,2015-01-01,B
1151,2015-01-01,B
1152,2015-01-01,A
1153,2015-01-01,A
1154,2015-01-01,C
1155,2015-01-01,C
1156,2015-01-01,C
1157,2015-01-01,B
1158,2015-01-01,B
1159,2015-01-01,C
1160,2015-01-01,C
1161,2015-01-01,A
1162,2015-01-01,C
1163,2015-01-01,A
1164,2015-01-01,B
1165,2015-01-01,A
1166,2015-01-01,C
1167,2015-01-01,C
1168,2015-01-01,A
1169,2015-01-01,C
1170,2015-01-01,C
1171,2015-01-01,A
1172,2015-01-01,A
1173,2015-01-01,B
1174,2015-01-01,C
1175,2015-01-01,C
1176,2015-01-01,A
1177,2015-01-01,C
1178,2015-01-01,C
1179,2015-01-01,C
1180,2015-01-01,A
1181,2015-01-01,B
1182,2015-01-01,A
1183,2015-01-01,A
1184,2015-01-01,C
1185,2015-01-01,B
1186,2015-01-01,B
1187,2015-01-01,B
1188,2015-01-01,A
1189,2015-01-01,C
1190,2015-01-01,B
1191,2015-01-01,B
1192,2015-01-01,B
1193,2015-01-01,C
1194,2015-01-01,B
1195,2015-01-01,C
1196,2015-01-01,A
1197,2015-01-01,C
1198,2015-01-01,A
1199,2015-01-01,B
1200,2015-01-01,A
1201,2015-01-01,C
1202,2015-01-01,B
1203,2015-01-01,C
1204,2015-01-01,A
1205,2015-01-01,B
1206,2015-01-01,C
1207,2015-01-01,A
1208,2015-01-01,C
1209,2015-01-01,B
1210,2015-01-01,C
1211,2015-01-01,C
1212,2015-01-01,B
1213,2015-01-01,C
1214,2015-01-01,C
1215,2015-01-01,B
1216,2015-01-01,B
1217,2015-01-01,B
1218,2015-01-01,A
1219,2015-01-01,A
1220,2015-01-01,A
1221,2015-01-01,C
1222,2015-01-01,C
1223,2015-01-01,C
1224,2015-01-01,C
1225,2015-01-01,B
1226,2015-01-01,C
1227,2015-01-01,A
1228,2015-01-01,B
1229,2015-01-01,B
1230,2015-01-01,C
1231,2015-01-01,A
1232,2015-01-01,A
1233,2015-01-01,C
1234,2015-01-01,A
1235,2015-01-01,B
1236,2015-01-01,A
1237,2015-01-01,B
1238,2015-01-01,B
1239,2015-01-01,C
1240,2015-01-01,B
1241,2015-01-01,B
1242,2015-01-01,C
1243,2015-01-01,A
1244,2015-01-01,C
1245,2015-01-01,C
1246,2015-01-01,C
